sd_w_in ; sd_w_ex ; N 1 ; N 2 ; time1 ; time2 ;
0.01;0.01;0;1982.4;868000;2e+08
0.01;0.03;0;2048.8;780000;2e+08
0.01;0.05;5.2;2016.4;40740000;2e+08
0.01;0.07;0;2069.8;836000;2e+08
0.01;0.09;33.8;2008;40524000;2e+08
0.01;0.11;0;1994.6;1104000;2e+08
0.01;0.13;0;2026;668000;2e+08
0.01;0.15;0;2000.6;584000;2e+08
0.01;0.17;0;2029.2;484000;2e+08
0.01;0.19;0;2036.2;5e+05;2e+08
0.01;0.21;0;2001.8;512000;2e+08
0.03;0.01;0;1941.6;1056000;2e+08
0.03;0.03;0;1977.6;1004000;2e+08
0.03;0.05;0;1980.4;9e+05;2e+08
0.03;0.07;0;1968.8;784000;2e+08
0.03;0.09;0;1922.8;868000;2e+08
0.03;0.11;0;1906.4;784000;2e+08
0.03;0.13;0;1962.6;980000;2e+08
0.03;0.15;0;1962.2;516000;2e+08
0.03;0.17;0;1952.8;664000;2e+08
0.03;0.19;0;1939;504000;2e+08
0.03;0.21;95.2;1817.8;40400000;2e+08
0.05;0.01;207;1787.2;120460000;2e+08
0.05;0.03;20.2;1957.4;40916000;2e+08
0.05;0.05;61.4;1862;120312000;2e+08
0.05;0.07;0;1964.4;1048000;2e+08
0.05;0.09;0;1979;7e+05;2e+08
0.05;0.11;0;1963.6;904000;2e+08
0.05;0.13;44;1868.4;40732000;2e+08
0.05;0.15;8.6;1988.4;40624000;2e+08
0.05;0.17;30.4;1918.6;40504000;2e+08
0.05;0.19;0;1945.4;568000;2e+08
0.05;0.21;0;1939;808000;2e+08
0.07;0.01;320;1647;2e+08;2e+08
0.07;0.03;69.4;1844.2;41116000;2e+08
0.07;0.05;37.8;1932;41136000;2e+08
0.07;0.07;79.6;1868;80492000;2e+08
0.07;0.09;8.2;1899.4;40776000;2e+08
0.07;0.11;37.2;1947.8;120520000;2e+08
0.07;0.13;42.2;1860.8;40860000;2e+08
0.07;0.15;67;1809.6;40584000;2e+08
0.07;0.17;6.6;1933.6;40612000;2e+08
0.07;0.19;0;1919.6;688000;2e+08
0.07;0.21;0;1953.2;908000;2e+08
0.09;0.01;389.2;1623;2e+08;2e+08
0.09;0.03;103.4;1816.6;120708000;2e+08
0.09;0.05;57.2;1882.2;80708000;2e+08
0.09;0.07;176.8;1756.8;160228000;2e+08
0.09;0.09;79.4;1898.6;80736000;2e+08
